Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds
8-Aug-10,14:10,Melbourne,Richmond,MCG,109,80,,16,13,11,14,1.52,2.47
8-Aug-10,13:10,St Kilda,Port Adelaide,Etihad Stadium,151,57,,23,13,8,9,1.2,4.4
7-Aug-10,19:10,Geelong,Collingwood,MCG,85,107,,12,13,14,23,1.76,1.99
7-Aug-10,17:40,West Coast,Brisbane,Domain Stadium,65,70,,9,11,10,10,1.61,2.25
7-Aug-10,14:10,North Melbourne,Fremantle,Etihad Stadium,123,69,,19,9,10,9,1.83,1.9
7-Aug-10,14:10,Sydney,Hawthorn,SCG,129,85,,19,15,13,7,2.01,1.74
6-Aug-10,19:40,Essendon,Carlton,MCG,73,149,,9,19,23,11,1.91,1.81
1-Aug-10,14:40,Fremantle,West Coast,Domain Stadium,160,85,,24,16,13,7,1.39,2.91
1-Aug-10,14:10,Western Bulldogs,North Melbourne,Etihad Stadium,143,72,,22,11,10,12,1.16,5.02
1-Aug-10,13:10,Richmond,Adelaide,MCG,100,80,,15,10,11,14,2.25,1.61
31-Jul-10,19:10,Brisbane,Melbourne,Gabba,64,74,,9,10,11,8,1.75,2
31-Jul-10,19:10,Sydney,Geelong,ANZ Stadium,72,125,,9,18,20,5,4.07,1.23
31-Jul-10,14:40,Port Adelaide,Hawthorn,AAMI Stadium,92,84,,13,14,12,12,3.14,1.33
31-Jul-10,14:10,Collingwood,Carlton,MCG,105,57,,15,15,9,3,1.19,4.48
30-Jul-10,19:40,Essendon,St Kilda,Etihad Stadium,108,75,,16,12,11,9,4.74,1.17
25-Jul-10,16:10,Port Adelaide,Adelaide,AAMI Stadium,88,69,,13,10,9,15,3.36,1.3
25-Jul-10,14:10,Melbourne,Sydney,MCG,142,69,,22,10,10,9,2.28,1.59
25-Jul-10,13:10,Western Bulldogs,Fremantle,Etihad Stadium,158,76,,24,14,12,4,1.3,3.43
24-Jul-10,19:10,North Melbourne,Essendon,Etihad Stadium,119,122,,18,11,18,14,1.43,2.73
24-Jul-10,17:40,West Coast,Carlton,Domain Stadium,83,109,,11,17,15,19,1.84,1.88
24-Jul-10,14:10,Geelong,Brisbane,Simonds Stadium,127,64,,19,13,9,10,1.06,8.69
24-Jul-10,14:10,Collingwood,Richmond,MCG,127,45,,19,13,6,9,1.1,6.5
23-Jul-10,19:40,St Kilda,Hawthorn,Etihad Stadium,87,87,,14,3,13,9,1.72,2.04
18-Jul-10,14:40,Fremantle,Melbourne,Domain Stadium,82,71,,11,16,10,11,1.2,4.33
18-Jul-10,14:10,Richmond,North Melbourne,MCG,53,103,,7,11,15,13,1.74,2.01
18-Jul-10,13:10,Carlton,Sydney,Etihad Stadium,68,107,,10,8,16,11,1.57,2.31
17-Jul-10,19:40,Western Bulldogs,Port Adelaide,TIO Stadium,83,47,,12,11,7,5,1.15,5.08
17-Jul-10,19:10,Essendon,West Coast,Etihad Stadium,100,132,,14,16,20,12,1.4,2.85
17-Jul-10,14:10,Hawthorn,Brisbane,Aurora Stadium,118,43,,17,16,7,1,1.27,3.62
17-Jul-10,14:10,Collingwood,St Kilda,MCG,100,52,,15,10,6,16,2.05,1.71
16-Jul-10,20:10,Adelaide,Geelong,AAMI Stadium,74,63,,11,8,9,9,3.5,1.29
11-Jul-10,16:40,Carlton,Western Bulldogs,Etihad Stadium,58,126,,8,10,20,6,2.5,1.5
11-Jul-10,14:10,Melbourne,Essendon,MCG,122,103,,19,8,14,19,1.89,1.86
11-Jul-10,13:10,Sydney,North Melbourne,SCG,85,55,,12,13,7,13,1.42,2.78
10-Jul-10,19:10,Richmond,Fremantle,Etihad Stadium,100,81,,15,10,11,15,2.61,1.46
10-Jul-10,19:10,Brisbane,St Kilda,Gabba,65,79,,10,5,11,13,4.21,1.21
10-Jul-10,14:10,Geelong,Hawthorn,MCG,85,83,,12,13,11,17,1.33,3.18
10-Jul-10,13:10,West Coast,Adelaide,Domain Stadium,95,117,,14,11,17,15,2.63,1.46
9-Jul-10,20:10,Port Adelaide,Collingwood,AAMI Stadium,79,105,,12,7,16,9,5.06,1.15
4-Jul-10,16:40,St Kilda,Melbourne,Etihad Stadium,100,65,,15,10,9,11,1.12,5.81
4-Jul-10,14:10,Richmond,Sydney,MCG,89,85,,14,5,12,13,2.14,1.66
4-Jul-10,13:10,Geelong,North Melbourne,Simonds Stadium,98,63,,14,14,9,9,1.14,5.38
3-Jul-10,19:10,Adelaide,Essendon,AAMI Stadium,124,40,,19,10,5,10,1.58,2.3
3-Jul-10,19:10,Collingwood,West Coast,Etihad Stadium,135,52,,20,15,7,10,1.06,9
3-Jul-10,13:10,Fremantle,Port Adelaide,Domain Stadium,115,58,,17,13,8,10,1.11,6.13
2-Jul-10,19:40,Hawthorn,Western Bulldogs,MCG,79,76,,12,7,11,10,2.3,1.57
1-Jul-10,19:10,Carlton,Brisbane,Etihad Stadium,120,65,,18,12,9,11,1.25,3.85
27-Jun-10,14:40,Adelaide,Melbourne,AAMI Stadium,117,73,,16,21,11,7,1.59,2.28
26-Jun-10,19:10,Sydney,Collingwood,ANZ Stadium,71,96,,10,11,13,18,2.23,1.62
25-Jun-10,19:50,St Kilda,Geelong,MCG,70,46,,10,10,6,10,3.09,1.34
20-Jun-10,14:40,West Coast,Western Bulldogs,Domain Stadium,59,119,,9,5,17,17,3.25,1.33
20-Jun-10,13:10,North Melbourne,Port Adelaide,Etihad Stadium,129,93,,19,15,14,9,1.35,3.08
19-Jun-10,19:10,Brisbane,Richmond,Gabba,86,105,,12,14,15,15,1.41,2.82
19-Jun-10,19:10,Carlton,Fremantle,Etihad Stadium,87,96,,12,15,14,12,1.62,2.23
18-Jun-10,19:40,Hawthorn,Essendon,MCG,102,86,,14,18,13,8,1.55,2.39
14-Jun-10,14:10,Melbourne,Collingwood,MCG,76,76,,11,10,9,22,4.98,1.16
13-Jun-10,14:40,Fremantle,St Kilda,Domain Stadium,67,85,,10,7,12,13,1.64,2.18
13-Jun-10,14:10,Western Bulldogs,Brisbane,Etihad Stadium,121,56,,17,19,8,8,1.24,4.02
13-Jun-10,13:10,Richmond,West Coast,MCG,126,77,,19,12,11,11,1.82,1.93
12-Jun-10,19:10,Port Adelaide,Sydney,AAMI Stadium,55,93,,8,7,14,9,1.77,1.97
12-Jun-10,19:10,Essendon,Geelong,Etihad Stadium,83,154,,12,11,23,16,4.18,1.22
12-Jun-10,14:10,Hawthorn,Adelaide,Aurora Stadium,124,77,,19,10,11,11,1.39,2.91
11-Jun-10,19:40,North Melbourne,Carlton,Etihad Stadium,97,68,,14,13,10,8,3.7,1.27
6-Jun-10,16:40,Collingwood,Western Bulldogs,Etihad Stadium,113,103,,17,11,16,7,1.67,2.11
6-Jun-10,14:10,Hawthorn,Port Adelaide,MCG,74,63,,10,14,8,15,1.41,2.78
6-Jun-10,13:10,Sydney,Essendon,SCG,89,80,,12,17,12,8,1.71,2.06
5-Jun-10,19:10,North Melbourne,Brisbane,Etihad Stadium,90,89,,12,18,13,11,2.35,1.56
5-Jun-10,17:40,West Coast,Geelong,Domain Stadium,98,122,,14,14,18,14,6.06,1.11
5-Jun-10,14:40,Adelaide,Fremantle,AAMI Stadium,105,82,,16,9,12,10,2.8,1.41
5-Jun-10,14:10,Carlton,Melbourne,MCG,101,60,,15,11,9,6,1.36,3.01
4-Jun-10,19:40,Richmond,St Kilda,Etihad Stadium,59,97,,8,11,14,13,5.69,1.12
30-May-10,14:40,Fremantle,North Melbourne,Domain Stadium,139,78,,21,13,11,12,1.12,5.94
30-May-10,14:10,Carlton,West Coast,Etihad Stadium,105,76,,15,15,11,10,1.19,4.48
30-May-10,13:10,Hawthorn,Sydney,MCG,79,77,,10,19,11,11,1.31,3.35
29-May-10,19:10,St Kilda,Adelaide,Etihad Stadium,123,76,,19,9,12,4,1.23,4.08
29-May-10,19:10,Brisbane,Collingwood,Gabba,88,80,,13,10,11,14,3.54,1.28
29-May-10,14:40,Port Adelaide,Richmond,AAMI Stadium,30,77,,3,12,10,17,1.18,4.61
29-May-10,14:10,Geelong,Melbourne,Simonds Stadium,121,67,,18,13,10,7,1.04,10.25
28-May-10,19:40,Essendon,Western Bulldogs,Etihad Stadium,99,90,,15,9,14,6,3.2,1.33
23-May-10,14:40,West Coast,St Kilda,Domain Stadium,56,91,,8,8,13,13,1.99,1.75
23-May-10,14:10,Carlton,Hawthorn,Etihad Stadium,60,110,,8,12,16,14,1.35,3.1
23-May-10,12:40,Adelaide,Brisbane,AAMI Stadium,93,81,,13,15,11,15,2.1,1.69
22-May-10,19:45,Essendon,Richmond,MCG,130,95,,19,16,14,11,1.26,3.81
22-May-10,19:10,Melbourne,Port Adelaide,TIO Stadium,111,110,,17,9,16,14,2.32,1.57
22-May-10,14:10,Sydney,Fremantle,SCG,63,100,,9,9,14,16,1.68,2.13
22-May-10,14:10,North Melbourne,Western Bulldogs,Etihad Stadium,57,127,,7,15,20,7,4.21,1.22
21-May-10,19:40,Collingwood,Geelong,MCG,50,86,,6,14,12,14,1.95,1.78
16-May-10,16:40,St Kilda,Essendon,Etihad Stadium,81,93,,11,15,14,9,1.4,2.81
16-May-10,14:40,Port Adelaide,Carlton,AAMI Stadium,92,118,,14,8,17,16,1.82,1.92
16-May-10,13:10,Richmond,Hawthorn,MCG,86,89,,13,8,13,11,4.94,1.16
15-May-10,19:10,North Melbourne,Adelaide,Etihad Stadium,84,75,,12,12,11,9,1.61,2.24
15-May-10,19:10,Brisbane,Geelong,Gabba,74,155,,10,14,24,11,3.38,1.31
15-May-10,14:10,Melbourne,West Coast,MCG,46,75,,6,10,10,15,1.35,3.09
15-May-10,14:10,Western Bulldogs,Sydney,StarTrack Oval Canberra,101,63,,14,17,9,9,1.56,2.35
14-May-10,18:40,Fremantle,Collingwood,Domain Stadium,97,133,,15,7,20,13,2,1.76
10-May-10,19:20,St Kilda,Carlton,Etihad Stadium,68,129,,9,14,20,9,1.43,2.77
9-May-10,16:10,Adelaide,Richmond,AAMI Stadium,104,54,,15,14,7,12,1.19,4.54
9-May-10,13:10,Geelong,Sydney,Simonds Stadium,126,59,,19,12,9,5,1.27,3.71
8-May-10,19:10,Collingwood,North Melbourne,MCG,157,91,,23,19,14,7,1.19,4.55
8-May-10,19:10,Brisbane,Fremantle,Gabba,100,113,,15,10,15,23,1.47,2.62
8-May-10,14:10,Essendon,Port Adelaide,Etihad Stadium,106,109,,16,10,17,7,1.74,2
8-May-10,13:10,West Coast,Hawthorn,Domain Stadium,102,94,,15,12,14,10,1.6,2.3
7-May-10,19:40,Melbourne,Western Bulldogs,MCG,66,70,,9,12,10,10,4.05,1.23
2-May-10,14:40,West Coast,Fremantle,Domain Stadium,73,111,,10,13,17,9,2.84,1.4
2-May-10,14:10,Carlton,Collingwood,MCG,102,155,,16,6,24,11,2.44,1.52
2-May-10,13:10,Geelong,Richmond,Simonds Stadium,161,53,,24,17,7,11,1.03,12.25
1-May-10,19:10,Sydney,Brisbane,SCG,107,87,,16,11,13,9,1.52,2.43
1-May-10,19:10,Essendon,Hawthorn,MCG,106,63,,15,16,9,9,2.58,1.47
1-May-10,14:40,Adelaide,Port Adelaide,AAMI Stadium,74,97,,10,14,14,13,2.42,1.53
1-May-10,14:10,North Melbourne,Melbourne,Etihad Stadium,104,78,,15,14,12,6,1.99,1.75
30-Apr-10,19:40,Western Bulldogs,St Kilda,Etihad Stadium,46,49,,6,10,7,7,1.67,2.13
26-Apr-10,14:10,Carlton,Geelong,MCG,104,68,,15,14,9,14,4.38,1.19
25-Apr-10,18:45,Fremantle,Richmond,Domain Stadium,112,73,,15,22,11,7,1.04,10.5
25-Apr-10,17:40,Hawthorn,North Melbourne,Aurora Stadium,70,82,,10,10,12,10,1.32,3.28
25-Apr-10,14:40,Collingwood,Essendon,MCG,120,55,,18,12,8,7,1.27,3.6
24-Apr-10,19:15,Port Adelaide,St Kilda,AAMI Stadium,54,44,,7,12,6,8,3.55,1.28
24-Apr-10,19:10,Melbourne,Brisbane,MCG,103,53,,15,13,7,11,3.33,1.31
24-Apr-10,14:15,Sydney,West Coast,SCG,115,63,,17,13,9,9,1.15,4.91
23-Apr-10,19:40,Western Bulldogs,Adelaide,Etihad Stadium,121,72,,18,13,10,12,1.1,6.3
18-Apr-10,16:40,St Kilda,Fremantle,Etihad Stadium,108,93,,16,12,14,9,1.31,3.31
18-Apr-10,14:10,Geelong,Port Adelaide,Simonds Stadium,159,64,,23,21,10,4,1.13,5.7
18-Apr-10,13:10,Richmond,Melbourne,MCG,78,133,,11,12,20,13,3.35,1.31
17-Apr-10,19:10,Collingwood,Hawthorn,MCG,123,59,,17,21,8,11,1.59,2.31
17-Apr-10,19:10,Brisbane,Western Bulldogs,Gabba,101,79,,13,23,12,7,1.95,1.78
17-Apr-10,14:40,Adelaide,Carlton,AAMI Stadium,55,103,,6,19,16,7,1.77,1.97
17-Apr-10,14:10,North Melbourne,Sydney,Etihad Stadium,60,100,,8,12,14,16,2.57,1.48
16-Apr-10,18:40,West Coast,Essendon,Domain Stadium,101,78,,15,11,11,12,1.58,2.32
11-Apr-10,14:40,Fremantle,Geelong,Domain Stadium,125,118,,18,17,17,16,2.05,1.72
11-Apr-10,14:10,Western Bulldogs,Hawthorn,Etihad Stadium,100,84,,14,16,12,12,1.47,2.63
11-Apr-10,13:10,Melbourne,Adelaide,MCG,57,41,,7,15,5,11,2.6,1.49
10-Apr-10,19:10,Sydney,Richmond,SCG,111,56,,16,15,7,14,1.1,7
10-Apr-10,19:10,Carlton,Essendon,MCG,75,95,,10,15,13,17,1.45,2.7
10-Apr-10,14:40,Port Adelaide,Brisbane,AAMI Stadium,81,108,,11,15,16,12,1.84,1.92
10-Apr-10,14:10,North Melbourne,West Coast,Etihad Stadium,116,91,,17,14,13,13,1.85,1.91
9-Apr-10,19:40,St Kilda,Collingwood,Etihad Stadium,69,41,,10,9,4,17,1.32,3.3
5-Apr-10,14:10,Hawthorn,Geelong,MCG,91,100,,13,13,14,16,2.4,1.56
4-Apr-10,16:40,Richmond,Western Bulldogs,MCG,48,120,,7,6,17,18,10,1.06
4-Apr-10,14:10,Essendon,Fremantle,Etihad Stadium,69,113,,9,15,17,11,1.46,2.66
4-Apr-10,12:40,Adelaide,Sydney,AAMI Stadium,75,118,,11,9,18,10,1.54,2.42
3-Apr-10,19:10,St Kilda,North Melbourne,Etihad Stadium,143,39,,23,5,6,3,1.13,5.58
3-Apr-10,17:40,West Coast,Port Adelaide,Domain Stadium,86,89,,12,14,13,11,1.58,2.31
3-Apr-10,14:10,Collingwood,Melbourne,MCG,86,85,,12,14,12,13,1.05,10.33
1-Apr-10,19:40,Brisbane,Carlton,Gabba,107,88,,16,11,12,16,1.32,3.45
28-Mar-10,17:10,Fremantle,Adelaide,Etihad Stadium,118,62,,17,16,9,8,1.94,1.8
28-Mar-10,14:10,Western Bulldogs,Collingwood,Domain Stadium,93,129,,13,15,19,15,1.62,2.25
28-Mar-10,12:40,Port Adelaide,North Melbourne,AAMI Stadium,96,82,,13,18,12,10,1.41,2.83
27-Mar-10,19:10,Brisbane,West Coast,Gabba,114,82,,16,18,12,10,1.28,3.63
27-Mar-10,19:10,Sydney,St Kilda,ANZ Stadium,88,96,,13,10,15,6,2.44,1.53
27-Mar-10,14:10,Melbourne,Hawthorn,MCG,61,117,,8,13,17,15,4.42,1.2
26-Mar-10,19:40,Geelong,Essendon,MCG,125,94,,19,11,13,16,1.21,4.28
25-Mar-10,19:10,Richmond,Carlton,MCG,64,120,,9,10,18,12,2.88,1.42
26-Sep-09,14:30,St Kilda,Geelong,MCG,68,80,Y,9,14,12,8,2.2,1.63
19-Sep-09,19:30,Geelong,Collingwood,MCG,120,47,Y,17,18,6,11,1.34,3.18
18-Sep-09,19:45,St Kilda,Western Bulldogs,MCG,60,53,Y,9,6,7,11,1.36,3.05
12-Sep-09,19:30,Collingwood,Adelaide,MCG,83,78,Y,12,11,11,12,2.18,1.66
11-Sep-09,19:45,Western Bulldogs,Brisbane,MCG,107,56,Y,16,11,8,8,1.26,3.7
6-Sep-09,14:40,St Kilda,Collingwood,MCG,80,52,Y,12,8,7,10,1.6,2.25
5-Sep-09,19:30,Brisbane,Carlton,Gabba,111,104,Y,16,15,15,14,1.87,1.86
5-Sep-09,14:30,Geelong,Western Bulldogs,MCG,96,82,Y,14,12,12,10,1.83,1.93
4-Sep-09,19:45,Adelaide,Essendon,AAMI Stadium,166,70,Y,26,10,10,10,1.1,6.5
30-Aug-09,16:40,Collingwood,Western Bulldogs,Etihad Stadium,76,100,,10,16,14,16,1.71,2.08
30-Aug-09,14:10,Melbourne,St Kilda,MCG,67,114,,10,7,17,12,12,1.02
29-Aug-09,19:10,Port Adelaide,North Melbourne,AAMI Stadium,67,71,,9,13,10,11,1.38,2.94
29-Aug-09,19:10,Sydney,Brisbane,SCG,92,100,,14,8,15,10,1.67,2.12
29-Aug-09,16:10,Carlton,Adelaide,Etihad Stadium,104,176,,16,8,27,14,1.81,1.93
29-Aug-09,14:10,Hawthorn,Essendon,MCG,99,116,,14,15,16,20,2.03,1.71
29-Aug-09,13:10,Geelong,Fremantle,Simonds Stadium,94,54,,14,10,8,6,1.05,9
28-Aug-09,18:40,West Coast,Richmond,Domain Stadium,125,45,,17,23,6,9,1.21,4.27
23-Aug-09,14:40,Fremantle,Essendon,Domain Stadium,141,87,,21,15,13,9,1.84,1.87
23-Aug-09,14:10,Collingwood,Sydney,MCG,97,56,,13,19,8,8,1.2,4.36
23-Aug-09,13:10,St Kilda,North Melbourne,Etihad Stadium,59,64,,8,11,10,4,1.06,8.6
22-Aug-09,19:10,Brisbane,Port Adelaide,Gabba,107,92,,16,11,14,8,1.18,4.6
22-Aug-09,19:10,Richmond,Hawthorn,MCG,93,135,,14,9,20,15,3.03,1.36
22-Aug-09,14:40,Adelaide,West Coast,AAMI Stadium,122,48,,18,14,7,6,1.16,4.9
22-Aug-09,14:10,Carlton,Melbourne,Etihad Stadium,153,96,,24,9,15,6,1.07,7.63
21-Aug-09,19:40,Western Bulldogs,Geelong,Etihad Stadium,110,96,,16,14,14,12,2.24,1.61
16-Aug-09,16:40,Essendon,St Kilda,Etihad Stadium,110,108,,16,14,16,12,5.5,1.13
16-Aug-09,14:40,Port Adelaide,Carlton,AAMI Stadium,67,121,,9,13,18,13,1.91,1.8
16-Aug-09,13:10,Melbourne,Fremantle,MCG,127,64,,20,7,9,10,2.18,1.63
15-Aug-09,19:10,Brisbane,Western Bulldogs,Gabba,84,102,,12,12,15,12,1.75,1.98
15-Aug-09,19:10,Sydney,Geelong,ANZ Stadium,87,92,,13,9,13,14,2.61,1.45
15-Aug-09,14:10,West Coast,North Melbourne,Domain Stadium,110,72,,17,8,10,12,1.37,2.93
15-Aug-09,14:10,Richmond,Collingwood,MCG,59,152,,8,11,22,20,6.44,1.1
14-Aug-09,19:40,Hawthorn,Adelaide,MCG,67,94,,9,13,13,16,2.14,1.67
9-Aug-09,14:40,Fremantle,Port Adelaide,Domain Stadium,116,74,,17,14,11,8,2.48,1.5
9-Aug-09,14:10,Richmond,Sydney,MCG,68,123,,10,8,18,15,1.79,1.92
9-Aug-09,13:10,North Melbourne,Melbourne,Etihad Stadium,123,61,,19,9,8,13,1.34,3.17
8-Aug-09,19:10,Adelaide,Collingwood,AAMI Stadium,68,89,,9,14,13,11,1.84,1.87
8-Aug-09,19:10,Essendon,Brisbane,MCG,87,87,,13,9,12,15,2.4,1.54
8-Aug-09,14:10,Western Bulldogs,West Coast,Etihad Stadium,97,102,,13,19,16,6,1.06,8.38
8-Aug-09,14:10,Hawthorn,St Kilda,Aurora Stadium,49,74,,7,7,10,14,1.52,2.45
7-Aug-09,19:40,Carlton,Geelong,MCG,97,62,,14,13,8,14,3.15,1.35
2-Aug-09,14:40,Port Adelaide,Hawthorn,AAMI Stadium,121,103,,18,13,14,19,2.63,1.45
2-Aug-09,14:40,West Coast,Essendon,Domain Stadium,95,68,,14,11,10,8,2.79,1.41
2-Aug-09,13:10,Melbourne,Richmond,MCG,82,86,,12,10,12,14,3.7,1.26
1-Aug-09,19:10,Collingwood,Brisbane,MCG,95,55,,12,23,8,7,1.37,3.06
1-Aug-09,19:10,Sydney,St Kilda,SCG,93,94,,13,15,13,16,5.43,1.13
1-Aug-09,14:10,Western Bulldogs,Fremantle,Etihad Stadium,111,80,,17,9,11,14,1.04,10.88
1-Aug-09,14:10,Geelong,Adelaide,Simonds Stadium,93,91,,14,9,13,13,1.25,3.7
31-Jul-09,19:40,North Melbourne,Carlton,Etihad Stadium,84,94,,11,18,14,10,3.38,1.3
26-Jul-09,16:10,Adelaide,Port Adelaide,AAMI Stadium,132,62,,19,18,9,8,1.53,2.4
26-Jul-09,14:10,Essendon,Richmond,MCG,96,101,,14,12,15,11,1.28,3.62
26-Jul-09,13:10,Melbourne,Sydney,StarTrack Oval Canberra,50,68,,6,14,10,8,3.23,1.33
25-Jul-09,19:10,Brisbane,North Melbourne,Gabba,116,75,,17,14,11,9,1.15,5.03
25-Jul-09,19:10,St Kilda,Western Bulldogs,Etihad Stadium,106,61,,16,10,9,7,1.51,2.44
25-Jul-09,14:10,Geelong,Hawthorn,MCG,99,98,,15,9,14,14,1.39,2.95
25-Jul-09,14:10,Fremantle,West Coast,Domain Stadium,71,66,,10,11,8,18,1.66,2.14
24-Jul-09,19:40,Carlton,Collingwood,MCG,40,94,,4,16,14,10,1.95,1.76
19-Jul-09,16:40,St Kilda,Adelaide,Etihad Stadium,105,48,,15,15,7,6,1.34,3.15
19-Jul-09,14:10,Richmond,North Melbourne,MCG,85,85,,12,13,12,13,1.93,1.79
19-Jul-09,12:40,Port Adelaide,West Coast,AAMI Stadium,112,76,,17,10,11,10,1.16,4.85
18-Jul-09,19:10,Collingwood,Hawthorn,MCG,76,121,,11,10,18,13,1.38,2.9
18-Jul-09,17:40,Fremantle,Brisbane,Domain Stadium,47,62,,7,5,9,8,3.14,1.34
18-Jul-09,14:10,Geelong,Melbourne,Simonds Stadium,117,71,,17,15,11,5,1.04,10.25
18-Jul-09,14:10,Carlton,Sydney,Etihad Stadium,124,63,,19,10,9,9,1.23,3.91
17-Jul-09,19:40,Essendon,Western Bulldogs,Etihad Stadium,70,103,,11,4,15,13,3.1,1.36
12-Jul-09,14:10,Melbourne,Port Adelaide,MCG,101,90,,15,11,13,12,2.89,1.38
12-Jul-09,13:10,Hawthorn,North Melbourne,Aurora Stadium,73,64,,10,13,9,10,1.5,2.5
12-Jul-09,12:40,West Coast,St Kilda,Domain Stadium,70,90,,11,4,13,12,4.7,1.17
11-Jul-09,19:10,Adelaide,Fremantle,AAMI Stadium,130,13,,19,16,1,7,1.14,5.44
11-Jul-09,19:10,Brisbane,Geelong,Gabba,108,65,,16,12,9,11,2.28,1.57
11-Jul-09,14:10,Carlton,Richmond,MCG,109,89,,16,13,12,17,1.25,3.76
11-Jul-09,14:10,Sydney,Essendon,SCG,72,107,,10,12,15,17,1.66,2.14
10-Jul-09,19:40,Western Bulldogs,Collingwood,Etihad Stadium,110,111,,16,14,17,9,1.56,2.34
5-Jul-09,15:10,St Kilda,Geelong,Etihad Stadium,91,85,,14,7,13,7,2.3,1.56
5-Jul-09,14:40,Fremantle,Carlton,Domain Stadium,100,115,,15,10,16,19,2.28,1.57
5-Jul-09,13:10,Sydney,North Melbourne,SCG,100,85,,15,10,13,7,1.31,3.32
4-Jul-09,19:10,Western Bulldogs,Hawthorn,Etihad Stadium,133,45,,19,19,6,9,1.4,2.8
4-Jul-09,19:10,Richmond,Adelaide,Metricon Stadium,85,102,,13,7,15,12,3.78,1.25
4-Jul-09,14:40,Port Adelaide,Brisbane,AAMI Stadium,128,80,,19,14,11,14,2.3,1.57
4-Jul-09,14:10,Melbourne,West Coast,MCG,112,92,,17,10,13,14,1.96,1.75
3-Jul-09,19:40,Collingwood,Essendon,MCG,102,67,,15,12,9,13,1.5,2.5
28-Jun-09,16:40,St Kilda,Richmond,Etihad Stadium,92,36,,13,14,5,6,1.07,7.63
28-Jun-09,14:10,North Melbourne,Western Bulldogs,MCG,86,108,,12,14,17,6,5.03,1.16
28-Jun-09,13:10,Geelong,Port Adelaide,Simonds Stadium,122,88,,18,14,13,10,1.05,8.63
27-Jun-09,19:10,Brisbane,Melbourne,Gabba,111,56,,16,15,8,8,1.06,8.25
27-Jun-09,17:40,West Coast,Hawthorn,Domain Stadium,107,87,,16,11,13,9,2.77,1.42
27-Jun-09,14:40,Adelaide,Sydney,AAMI Stadium,85,69,,12,13,10,9,1.25,3.75
27-Jun-09,14:10,Collingwood,Fremantle,MCG,169,85,,26,13,13,7,1.12,5.94
26-Jun-09,19:40,Essendon,Carlton,MCG,136,67,,21,10,9,13,2.55,1.48
21-Jun-09,14:40,Fremantle,Geelong,Domain Stadium,75,94,,11,9,13,16,7.25,1.08
20-Jun-09,19:10,Sydney,Collingwood,ANZ Stadium,66,89,,9,12,13,11,1.93,1.75
19-Jun-09,19:40,Essendon,Melbourne,Etihad Stadium,131,83,,19,17,13,5,1.24,3.93
